chassis_serie,close_date,close_datetime,component,creation_datetime,creation_date,severity_cur,customer_type,dealer_city,dealer_id,dealer_country,dealer_name,dealer_state,error_code,failure_mode,first_queued_seconds,region,owner_country,owner_department,description,mileage,mileage_unit,product_id,product,creator_country,creator_department,time_to_close_seconds,assigned_team,sr_area,sr_type,severity,ticket_channel,status_line,status,sub_status,ticket_id,chassis_number,vin_number
S-703,,,AI Sensor Rack,2026-06-16 11:00:00,2026-06-16,Low,Dealer,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,E-1004,Short Circuit,6393,EU,Canada,Sales,[TEST-VARIANT-B] Customer reports electrical fault at the cooling pump of the engine control module. :: synthetic drift scenario,339400,miles,P-6774,Autonomous Controller,Canada,Sales,,Field Ops Rapid,Brakes,Technical Issue,Critical,VIP Hotline,Open,In Progress,Action Required,variant-b-003995,CH653347,FYY839M51G6S7M5GF
S-397,,,AI Sensor Rack,2026-06-16 12:00:00,2026-06-16,Critical,Service Partner,Toronto,D-1005,Canada,CanService Dealer,ON,W-2003,Short Circuit,4263,Asia,Brazil,Engineering,"[TEST-VARIANT-B] Transmission System Hydraulic Pump has short circuit, unclear if related to recent svc. customer says it is getting worse. :: synthetic drift scenario",453283,km,P-8043,Autonomous Controller,USA,Engineering,,Warranty Taskforce,Transmission,Safety Concern,High,VIP Hotline,Open,In Progress,Waiting on Customer,variant-b-003996,CH141887,YZGZXJM6X24XY2MDC
S-807,,,AI Sensor Rack,2026-06-16 13:00:00,2026-06-16,Critical,Independent Owner,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,E-1004,Noise,6095,Asia,Germany,Quality,"[TEST-VARIANT-B] Urgent: uunsual sound observed in Wiring Harness, maybe the electrical system. :: synthetic drift scenario",228805,km,P-3533,Hydrogen Drive Unit,Canada,Field Service,,Warranty Taskforce,Suspension,Technical Issue,Critical,Proactive Monitoring,Open,Escalated,Action Required,variant-b-003997,CH964897,TPVEBRU6S0N5WDY5V
S-857,,,Safety Controller,2026-06-16 14:00:00,2026-06-16,Medium,Fleet Operator,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,E-1005,Overheating,396,EU,Germany,Field Service,[TEST-VARIANT-B] Customer reports running hot at the cooling pump of the engine control module. repro fater warm-up. :: synthetic drift scenario,305806,miles,P-7560,Autonomous Controller,China,Quality,,Warranty Taskforce,Brakes,Warranty Claim,Critical,VIP Hotline,Open,Assigned,Reopened,variant-b-003998,CH722009,W4NCYP6YW2RBENHXG
S-117,,,Safety Controller,2026-06-16 15:00:00,2026-06-16,Medium,Fleet Operator,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,E-1001,Overheating,4733,North America,Brazil,Sales,[TEST-VARIANT-B] rBake System Brake Pads has overheating; note the unusual behavior. :: synthetic drift scenario,477426,miles,P-9753,Hydrogen Drive Unit,China,Engineering,,Warranty Taskforce,Brakes,Warranty Claim,High,Proactive Monitoring,Open,Assigned,Action Required,variant-b-003999,CH424092,YBH6LG445R3H0DRJP
S-350,,,Safety Controller,2026-06-16 16:00:00,2026-06-16,High,Fleet Operator,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,W-2001,Short Circuit,51,North America,Canada,Quality,[TEST-VARIANT-B] Rpt: Electrical System Wiring Harness showing spark after long run. :: synthetic drift scenario,86446,km,P-8022,Autonomous Controller,USA,Quality,,Field Ops Rapid,Brakes,Performance Issue,High,VIP Hotline,Open,Assigned,Investigation,variant-b-004000,CH522080,YB8ZKC4KM1X9SAN9F
S-473,,,AI Sensor Rack,2026-06-16 17:00:00,2026-06-16,Low,Dealer,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,W-2003,Wear,2631,Asia,Brazil,Sales,[TEST-VARIANT-B] Turbocharger appears degraded. No error light. :: synthetic drift scenario,294692,km,P-5412,Hydrogen Drive Unit,France,Field Service,,Escalation Lab,Suspension,Recall Related,High,Proactive Monitoring,Open,In Progress,Investigation,variant-b-004001,CH118224,CWWE30K84D3K3CUL7
S-525,,,AI Sensor Rack,2026-06-16 18:00:00,2026-06-16,High,Fleet Operator,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,F-3001,Leak,2202,North America,USA,Quality,"[TEST-VARIANT-B] Urgent: leaking observed in Gearbox, maybe the transmissino system. :: synthetic drift scenario",447819,km,P-1929,Hydrogen Drive Unit,Canada,Quality,,Field Ops Rapid,Suspension,Technical Issue,Critical,VIP Hotline,Open,Assigned,Investigation,variant-b-004002,CH392333,2C1LFJLKKKK11R2G0
S-113,,,Safety Controller,2026-06-16 19:00:00,2026-06-16,Low,Service Partner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,E-1005,Noise,4635,Asia,Brazil,Operations,[TEST-VARIANT-B] Found unusual sound from Sensors. Possible sensor issue. customer says it is getting worse. asap :: synthetic drift scenario,233565,miles,P-2156,Hydrogen Drive Unit,Brazil,Field Service,,Escalation Lab,Suspension,Recall Related,Critical,Proactive Monitoring,Open,In Progress,Action Required,variant-b-004003,CH493115,AUYKNU2893C526PHC
S-750,2026-03-20,2026-03-20 07:27:26+00:00,AI Sensor Rack,2026-06-16 20:00:00,2026-06-16,Medium,Independent Owner,San Jose,D-1001,USA,Northway Dealer,CA,E-1001,Short Circuit,5125,South America,Canada,Sales,[TEST-VARIANT-B] Electrical fault in Hydraulic Pump of the Transmsision System. Need fix asap. customer says it is getting worse. :: synthetic drift scenario,157179,miles,P-7114,Hydrogen Drive Unit,Germany,Field Service,25200.0,Field Ops Rapid,Transmission,Technical Issue,High,VIP Hotline,Closed,Closed,Parts Ordered,variant-b-004004,CH854852,VD97UFYRVH0GSK0KZ
S-933,,,Safety Controller,2026-06-16 21:00:00,2026-06-16,High,Dealer,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,E-1003,Leak,7033,North America,Brazil,Customer Support,[TEST-VARIANT-B] Brake System Hydraulic Line has fluid loss; note the unusual behavior :: synthetic drift scenario,499393,km,P-6838,Hydrogen Drive Unit,France,Sales,,Warranty Taskforce,Engine,Technical Issue,High,Proactive Monitoring,Open,Assigned,Completed,variant-b-004005,CH747766,87X3RCM52NZ1RMJ4S
S-405,,,Hydrogen Injector,2026-06-16 22:00:00,2026-06-16,Low,Service Partner,Toronto,D-1005,Canada,CanService Dealer,ON,E-1005,Failure,138,South America,Canada,Quality,[TEST-VARIANT-B] Clutch seems to have fault; driver says it started after startup. :: synthetic drift scenario,72494,miles,P-6332,Autonomous Controller,France,Customer Support,,Field Ops Rapid,Engine,Safety Concern,High,Proactive Monitoring,Open,Awaiting Parts,Action Required,variant-b-004006,CH811349,GXY55G5RY6MBTCCDB
S-631,2026-04-10,2026-04-10 09:29:21+00:00,Safety Controller,2026-06-16 23:00:00,2026-06-16,High,Fleet Operator,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,E-1005,Wear,2172,North America,France,Customer Support,[TEST-VARIANT-B] Fuel Injector has been worn during operation. Need review. :: synthetic drift scenario,29305,km,P-5543,Hydrogen Drive Unit,Brazil,Customer Support,2484000.0,Field Ops Rapid,Body/Chassis,Performance Issue,Critical,Proactive Monitoring,Closed,Resolved,Reopened,variant-b-004007,CH950299,H8GWE5ZVBH08S3UYD
S-514,,,AI Sensor Rack,2026-06-17 00:00:00,2026-06-17,Medium,Dealer,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,E-1005,Short Circuit,613,Asia,China,Field Service,[TEST-VARIANT-B] Electrical fault affecting Turbocharger on Engine Control Module. Customer complain.t :: synthetic drift scenario,335402,miles,P-2959,Hydrogen Drive Unit,USA,Customer Support,,Warranty Taskforce,Brakes,Maintenance Request,Critical,Proactive Monitoring,Open,Assigned,Reopened,variant-b-004008,CH613856,C742Y477A8WFU5RAR
S-289,,,Hydrogen Injector,2026-06-17 01:00:00,2026-06-17,Medium,Independent Owner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,E-1004,Overheating,5440,Asia,Brazil,Engineering,[TEST-VARIANT-B] Review Transmission System Hydraulic Pump: possible running hot and reduced performance customer asys it is getting worseUrgent :: synthetic drift scenario,112418,km,P-4462,Autonomous Controller,Germany,Engineering,,Escalation Lab,Suspension,Technical Issue,High,Proactive Monitoring,Open,Assigned,Completed,variant-b-004009,CH837403,PC9ES03RHS4SNFAY6
S-523,,,Safety Controller,2026-06-17 02:00:00,2026-06-17,Critical,Independent Owner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,F-3001,Failure,192,South America,France,Quality,[TEST-VARIANT-B] There is stopped working on the Cooling Pump. Still open. :: synthetic drift scenario,456488,miles,P-1770,Autonomous Controller,Canada,Sales,,Escalation Lab,Transmission,Maintenance Request,High,Proactive Monitoring,Open,In Progress,Investigation,variant-b-004010,CH447479,K2FG78X0WPDZJFFEF
S-470,,,Hydrogen Injector,2026-06-17 03:00:00,2026-06-17,Medium,Dealer,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,E-1003,Failure,3506,North America,Brazil,Field Service,[TEST-VARIANT-B] Review Brake System ABS Sensor: possible not responding and reduced performance. :: synthetic drift scenario,63653,miles,P-4567,Hydrogen Drive Unit,Germany,Operations,,Warranty Taskforce,Brakes,Warranty Claim,Medium,VIP Hotline,Open,Escalated,Parts Ordered,variant-b-004011,CH680385,XPTE9M13NXW5YK604
S-110,,,Hydrogen Injector,2026-06-17 04:00:00,2026-06-17,Medium,Independent Owner,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,E-1005,Failure,3009,Asia,France,Quality,[TEST-VARIANT-B] Transmission System Clutch has stopped working; note the unusual behavior :: synthetic drift scenario,260648,miles,P-9583,Autonomous Controller,China,Quality,,Warranty Taskforce,Electrical,Warranty Claim,High,Proactive Monitoring,Open,Assigned,Completed,variant-b-004012,CH302316,AD4SJYYWNMUJPRMRY
S-146,2026-03-11,2026-03-11 07:30:38+00:00,AI Sensor Rack,2026-06-17 05:00:00,2026-06-17,Medium,Independent Owner,Toronto,D-1005,Canada,CanService Dealer,ON,W-2001,Overheating,3619,South America,USA,Sales,[TEST-VARIANT-B] Clutch has been running hot duirng operation. Urgent review. :: synthetic drift scenario,173836,miles,P-8432,Hydrogen Drive Unit,USA,Customer Support,1249200.0,Warranty Taskforce,Electrical,Maintenance Request,High,Proactive Monitoring,Closed,Resolved,Parts Ordered,variant-b-004013,CH162527,C0GKCE3TPC2JBZ1DE
S-211,,,Hydrogen Injector,2026-06-17 06:00:00,2026-06-17,Critical,Dealer,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,W-2003,Leak,1120,North America,Canada,Quality,[TEST-VARIANT-B] Rpt: Transmission System Clutch showing fluid loss after long run. :: synthetic drift scenario,300857,miles,P-6926,Hydrogen Drive Unit,Canada,Quality,,Warranty Taskforce,Engine,Safety Concern,Critical,VIP Hotline,Open,In Progress,Action Required,variant-b-004014,CH689537,FLL193DPATTJW6NBU
S-229,2025-05-03,2025-05-03 18:46:27+00:00,Hydrogen Injector,2026-06-17 07:00:00,2026-06-17,Critical,Dealer,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,F-3001,Noise,4374,EU,China,Customer Support,[TEST-VARIANT-B] Gearbox appears knocking. No error light. :: synthetic drift scenario,409660,miles,P-5375,Autonomous Controller,Brazil,Operations,2430000.0,Warranty Taskforce,Engine,Performance Issue,High,Proactive Monitoring,Closed,Closed,Investigation,variant-b-004015,CH427578,CJMPHJKA07CYU97HU
S-249,2026-02-23,2026-02-23 08:21:04+00:00,Safety Controller,2026-06-17 08:00:00,2026-06-17,High,Independent Owner,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,E-1001,Overheating,3030,North America,USA,Engineering,[TEST-VARIANT-B] Hydraulic Line seems to have high temp; driver says it started atfer startup. :: synthetic drift scenario,340633,miles,P-7210,Autonomous Controller,China,Quality,842400.0,Field Ops Rapid,Suspension,Safety Concern,Medium,VIP Hotline,Closed,Resolved,Investigation,variant-b-004016,CH506165,JW81M97ZNSXU10M43
S-650,,,AI Sensor Rack,2026-06-17 09:00:00,2026-06-17,Medium,Independent Owner,Toronto,D-1005,Canada,CanService Dealer,ON,E-1005,Overheating,1850,Asia,Brazil,Field Service,[TEST-VARIANT-B] Found high temp from Brake Pads. Looks like waer. :: synthetic drift scenario,372233,km,P-6232,Hydrogen Drive Unit,USA,Engineering,,Escalation Lab,Transmission,Recall Related,High,VIP Hotline,Open,Assigned,Parts Ordered,variant-b-004017,CH241507,VJYFBZV004JA5MJXN
S-466,2025-11-10,2025-11-10 04:17:51+00:00,Safety Controller,2026-06-17 10:00:00,2026-06-17,Low,Independent Owner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,W-2001,Noise,6228,EU,Germany,Engineering,[TEST-VARIANT-B] Unusual sound in Gearbox of the Transmission System. Need fix asap. :: synthetic drift scenario,223943,miles,P-8150,Hydrogen Drive Unit,Brazil,Customer Support,43200.0,Warranty Taskforce,Brakes,Safety Concern,High,Proactive Monitoring,Closed,Closed,Completed,variant-b-004018,CH209824,05PKBGFLU6ZXPTUF6
S-395,,,AI Sensor Rack,2026-06-17 11:00:00,2026-06-17,High,Dealer,San Jose,D-1001,USA,Northway Dealer,CA,W-2001,Wear,5143,EU,Brazil,Engineering,[TEST-VARIANT-B] Abrasion affecting Battery on Electrical System. Tech notes. :: synthetic drift scenario,380461,km,P-5858,Autonomous Controller,China,Sales,,Escalation Lab,Electrical,Maintenance Request,Critical,Proactive Monitoring,Open,Assigned,Investigation,variant-b-004019,CH414781,ELP967XWS2NC56C2M
S-697,2026-04-28,2026-04-28 10:19:43+00:00,AI Sensor Rack,2026-06-17 12:00:00,2026-06-17,Low,Independent Owner,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,F-3001,Wear,5739,EU,France,Engineering,[TEST-VARIANT-B] Abrasion affecting Hydraulic Pump on Transmission System. Customer complaint. :: synthetic drift scenario,484934,km,P-2152,Hydrogen Drive Unit,China,Field Service,2440800.0,Warranty Taskforce,Brakes,Technical Issue,Critical,Proactive Monitoring,Closed,Closed,Action Required,variant-b-004020,CH960648,4WWASEJPM2N5VH25F
S-444,,,AI Sensor Rack,2026-06-17 13:00:00,2026-06-17,Medium,Fleet Operator,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,W-2001,Wear,5555,North America,Brazil,Quality,"[TEST-VARIANT-B] Urgent: worn obsreved in Wiring Harness, maybe the electrical system. happens intermittently. :: synthetic drift scenario",381030,km,P-6025,Autonomous Controller,USA,Quality,,Field Ops Rapid,Transmission,Maintenance Request,Critical,Proactive Monitoring,Open,Awaiting Parts,Waiting on Customer,variant-b-004021,CH637316,LCVNZYP24CEHANNT6
S-671,,,Hydrogen Injector,2026-06-17 14:00:00,2026-06-17,Medium,Independent Owner,Toronto,D-1005,Canada,CanService Dealer,ON,E-1001,Overheating,2055,North America,France,Operations,[TEST-VARIANT-B] Found running hot from Brake Pads No clear root causeUrgent :: synthetic drift scenario,75784,km,P-5451,Hydrogen Drive Unit,France,Customer Support,,Field Ops Rapid,Transmission,Technical Issue,High,VIP Hotline,Open,Awaiting Parts,Completed,variant-b-004022,CH803897,S6UZ2NS5D3DKSM9XL
S-973,,,Safety Controller,2026-06-17 15:00:00,2026-06-17,Critical,Fleet Operator,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,E-1001,Noise,5776,North America,Canada,Operations,[TEST-VARIANT-B] Review Brake System ABS Sensor: possible clunking and reduced performance. happens intermittently. :: synthetic drift scenario,103340,miles,P-2960,Hydrogen Drive Unit,Germany,Quality,,Field Ops Rapid,Engine,Performance Issue,High,VIP Hotline,Open,In Progress,Reopened,variant-b-004023,CH281970,821SA0W47EWNAUUAG
S-293,,,Hydrogen Injector,2026-06-17 16:00:00,2026-06-17,High,Dealer,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,E-1003,Short Circuit,6187,EU,USA,Operations,[TEST-VARIANT-B] There is spark on the Clutc.h High priority. check asap. :: synthetic drift scenario,251678,miles,P-8159,Hydrogen Drive Unit,France,Quality,,Field Ops Rapid,Brakes,Technical Issue,Critical,Proactive Monitoring,Open,Assigned,Investigation,variant-b-004024,CH106034,LXN74L314EYYLMR20
S-337,,,Safety Controller,2026-06-17 17:00:00,2026-06-17,Low,Independent Owner,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,E-1005,Noise,7015,South America,Canada,Customer Support,"[TEST-VARIANT-B] Urgent: noise observed in Fuel Injecto,r maybe the engine control module.FYI :: synthetic drift scenario",486555,km,P-2935,Hydrogen Drive Unit,Canada,Field Service,,Escalation Lab,Electrical,Maintenance Request,Medium,Proactive Monitoring,Open,Escalated,Waiting on Customer,variant-b-004025,CH829014,2L56RBL910CJX8FVM
S-667,,,Safety Controller,2026-06-17 18:00:00,2026-06-17,Medium,Dealer,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,F-3001,Wear,3401,North America,USA,Quality,[TEST-VARIANT-B] Turbocharger has been degraded during oepration. Urgent review. :: synthetic drift scenario,107936,km,P-4659,Autonomous Controller,China,Sales,,Field Ops Rapid,Electrical,Safety Concern,Critical,VIP Hotline,Open,New,Waiting on Customer,variant-b-004026,CH303185,J22WGDRUNNAHKR3KW
S-117,,,Hydrogen Injector,2026-06-17 19:00:00,2026-06-17,Critical,Independent Owner,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,W-2002,Leak,1952,North America,China,Operations,[TEST-VARIANT-B] Leaking in Turbocharger of the Engine Control Module Need fix asap :: synthetic drift scenario,188675,km,P-9043,Autonomous Controller,Canada,Quality,,Escalation Lab,Brakes,Safety Concern,High,Proactive Monitoring,Open,In Progress,Reopened,variant-b-004027,CH574941,NLEDJLKH3PP0WS0TA
S-490,,,Safety Controller,2026-06-17 20:00:00,2026-06-17,Critical,Fleet Operator,San Jose,D-1001,USA,Northway Dealer,CA,W-2003,Wear,2454,South America,China,Engineering,[TEST-VARIANT-B] Engine Control Module Turbocharger has degraded; note the unusual behavior. :: synthetic drift scenario,415250,miles,P-8294,Hydrogen Drive Unit,Canada,Sales,,Warranty Taskforce,Brakes,Performance Issue,Critical,Proactive Monitoring,Open,Awaiting Parts,Waiting on Customer,variant-b-004028,CH454101,H0AZBP3EH64CGNN9X
S-320,,,AI Sensor Rack,2026-06-17 21:00:00,2026-06-17,Critical,Dealer,San Jose,D-1001,USA,Northway Dealer,CA,F-3002,Overheating,4696,South America,China,Operations,"[TEST-VARIANT-B] Urgent: thermal issue observed in Clutch, maybe the trnasmission system check asap :: synthetic drift scenario",33314,km,P-7631,Autonomous Controller,USA,Quality,,Warranty Taskforce,Suspension,Performance Issue,Critical,Proactive Monitoring,Open,New,Reopened,variant-b-004029,CH923290,PX3FM2U28WBTRZ9V4
S-230,,,Safety Controller,2026-06-17 22:00:00,2026-06-17,High,Dealer,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,W-2003,Failure,1680,North America,USA,Sales,[TEST-VARIANT-B] Rpt: Brake System Hydraulic Line showing stopped working after long run fault appears after long run :: synthetic drift scenario,305288,miles,P-2606,Hydrogen Drive Unit,Germany,Engineering,,Field Ops Rapid,Body/Chassis,Performance Issue,High,VIP Hotline,Open,Escalated,Completed,variant-b-004030,CH220776,1GSAJZD4L1T2EWWS4
S-685,,,AI Sensor Rack,2026-06-17 23:00:00,2026-06-17,High,Service Partner,Toronto,D-1005,Canada,CanService Dealer,ON,E-1002,Short Circuit,5305,North America,Canada,Field Service,[TEST-VARIANT-B] Rpt: Brake System Hydraulic Lnie showing short circuit after long run. happens intermittently. :: synthetic drift scenario,284874,miles,P-1362,Hydrogen Drive Unit,France,Sales,,Escalation Lab,Transmission,Maintenance Request,Medium,Proactive Monitoring,Open,In Progress,Waiting on Customer,variant-b-004031,CH563514,RD4TCKJSC26UTKMUS
S-778,,,Hydrogen Injector,2026-06-18 00:00:00,2026-06-18,High,Dealer,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,E-1005,Leak,162,Asia,Germany,Customer Support,[TEST-VARIANT-B] Review Electrical System Sensors: possible drip and reduced performance. :: synthetic drift scenario,145094,miles,P-5319,Hydrogen Drive Unit,France,Quality,,Warranty Taskforce,Brakes,Technical Issue,Critical,Proactive Monitoring,Open,In Progress,Reopened,variant-b-004032,CH273131,8UUX199AFVRM0XE7Z
S-132,,,Hydrogen Injector,2026-06-18 01:00:00,2026-06-18,High,Service Partner,San Jose,D-1001,USA,Northway Dealer,CA,E-1003,Overheating,4631,South America,USA,Field Service,"[TEST-VARIANT-B] Electrical System Battery has running hot, unclear if related to recent service. occurs on cold start. :: synthetic drift scenario",66070,km,P-2614,Hydrogen Drive Unit,Canada,Sales,,Warranty Taskforce,Body/Chassis,Maintenance Request,High,Proactive Monitoring,Open,Assigned,Waiting on Customer,variant-b-004033,CH662029,5WD2RLB5FXYL5JNBE
S-421,,,Safety Controller,2026-06-18 02:00:00,2026-06-18,High,Independent Owner,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,W-2002,Wear,2252,EU,Brazil,Quality,[TEST-VARIANT-B] Fuel Injector appears degraded. Intermittent fault. fault appears after long run.WIP :: synthetic drift scenario,288304,miles,P-9384,Hydrogen Drive Unit,China,Quality,,Warranty Taskforce,Electrical,Safety Concern,High,Proactive Monitoring,Open,Assigned,Parts Ordered,variant-b-004034,CH502916,S50GFUHCGPGPEA7HK
S-318,2025-07-17,2025-07-17 19:16:37+00:00,Hydrogen Injector,2026-06-18 03:00:00,2026-06-18,High,Fleet Operator,San Jose,D-1001,USA,Northway Dealer,CA,W-2003,Overheating,6580,South America,USA,Engineering,[TEST-VARIANT-B] Sensors has been overheating during operation. Urgent review. check asap. :: synthetic drift scenario,153045,km,P-7345,Hydrogen Drive Unit,Germany,Customer Support,1530000.0,Warranty Taskforce,Electrical,Recall Related,Critical,Proactive Monitoring,Closed,Closed,Reopened,variant-b-004035,CH870789,5SDZR0UKNAP45655Y
S-211,,,AI Sensor Rack,2026-06-18 04:00:00,2026-06-18,Low,Fleet Operator,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,E-1003,Wear,4780,South America,Canada,Operations,[TEST-VARIANT-B] There is worn on the Cooling Pump. Needs parts. happens intermittently. asap :: synthetic drift scenario,47864,miles,P-7706,Hydrogen Drive Unit,Brazil,Quality,,Field Ops Rapid,Engine,Recall Related,Critical,Proactive Monitoring,Open,Assigned,Investigation,variant-b-004036,CH180080,8LTSTJF2FB3U4CE5X
S-927,2025-10-13,2025-10-13 20:26:03+00:00,Hydrogen Injector,2026-06-18 05:00:00,2026-06-18,Medium,Independent Owner,San Jose,D-1001,USA,Northway Dealer,CA,E-1002,Overheating,2530,South America,USA,Quality,[TEST-VARIANT-B] Rpt: Electrical System Sensors showing overheating after long rnu.FYI :: synthetic drift scenario,161737,miles,P-2691,Hydrogen Drive Unit,Brazil,Quality,2228400.0,Field Ops Rapid,Suspension,Warranty Claim,High,Proactive Monitoring,Closed,Resolved,Waiting on Customer,variant-b-004037,CH188275,5TXTXB6RHX77L8C3U
S-929,,,Safety Controller,2026-06-18 06:00:00,2026-06-18,Critical,Independent Owner,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,W-2001,Overheating,89,South America,Germany,Customer Support,"[TEST-VARIANT-B] Brake Sytsem ABS Sensor has thermal issue, unclear if related to recent service. :: synthetic drift scenario",301074,km,P-3325,Hydrogen Drive Unit,Germany,Engineering,,Field Ops Rapid,Engine,Safety Concern,Critical,VIP Hotline,Open,New,Parts Ordered,variant-b-004038,CH713273,J7B8HPP6L50MS2GCU
S-801,2025-11-18,2025-11-18 11:27:55+00:00,Hydrogen Injector,2026-06-18 07:00:00,2026-06-18,Medium,Independent Owner,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,W-2003,Overheating,4441,South America,China,Operations,[TEST-VARIANT-B] Overheating in Battery of the Electrical System. Pls advise. :: synthetic drift scenario,471909,km,P-5107,Autonomous Controller,Germany,Customer Support,1432800.0,Warranty Taskforce,Suspension,Safety Concern,High,VIP Hotline,Closed,Closed,Parts Ordered,variant-b-004039,CH790842,TNSYL5C0LE6WX1T90
S-337,,,AI Sensor Rack,2026-06-18 08:00:00,2026-06-18,Critical,Independent Owner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,W-2001,Wear,3956,Asia,Canada,Quality,[TEST-VARIANT-B] Battery seems to have wear out; driver says it started after startup :: synthetic drift scenario,365862,km,P-3890,Hydrogen Drive Unit,Brazil,Operations,,Field Ops Rapid,Engine,Maintenance Request,High,VIP Hotline,Open,In Progress,Action Required,variant-b-004040,CH443786,5CUVYD070J1F65RYY
S-633,,,AI Sensor Rack,2026-06-18 09:00:00,2026-06-18,Medium,Service Partner,Toronto,D-1005,Canada,CanService Dealer,ON,F-3002,Overheating,1593,North America,Brazil,Operations,[TEST-VARIANT-B] Found overheating from Battery. Possible sensor issue. :: synthetic drift scenario,3795,miles,P-9567,Hydrogen Drive Unit,France,Customer Support,,Warranty Taskforce,Engine,Performance Issue,Medium,Proactive Monitoring,Open,Assigned,Investigation,variant-b-004041,CH430733,PJLDC4PR2U8NKWU8X
S-592,2026-03-18,2026-03-18 10:53:51+00:00,AI Sensor Rack,2026-06-18 10:00:00,2026-06-18,Low,Fleet Operator,San Jose,D-1001,USA,Northway Dealer,CA,E-1003,Leak,2118,EU,Germany,Customer Support,"[TEST-VARIANT-B] Urgent: fluid loss observed in Gearbox, amybe the transmission system. fault appears after long run.Need help. :: synthetic drift scenario",291793,miles,P-7998,Autonomous Controller,Brazil,Customer Support,1281600.0,Field Ops Rapid,Transmission,Recall Related,High,Proactive Monitoring,Closed,Closed,Parts Ordered,variant-b-004042,CH594999,WAE1ZEY090R0THB86
S-109,,,AI Sensor Rack,2026-06-18 11:00:00,2026-06-18,Low,Service Partner,San Jose,D-1001,USA,Northway Dealer,CA,E-1004,Leak,6137,EU,Germany,Sales,"[TEST-VARIANT-B] Urgen:t fluid loss observed in Battery, maybe the electrical system. :: synthetic drift scenario",50347,miles,P-3051,Hydrogen Drive Unit,France,Sales,,Field Ops Rapid,Body/Chassis,Maintenance Request,Medium,Proactive Monitoring,Open,Awaiting Parts,Completed,variant-b-004043,CH613415,EBT7R6E952S4H9V0M
S-674,,,Hydrogen Injector,2026-06-18 12:00:00,2026-06-18,Low,Dealer,Toronto,D-1005,Canada,CanService Dealer,ON,E-1004,Overheating,6808,EU,Germany,Operations,[TEST-VARIANT-B] Review Electrical System Sensors: possible overheating and reduced performance. needs inspection. asap :: synthetic drift scenario,64549,miles,P-7843,Hydrogen Drive Unit,China,Field Service,,Escalation Lab,Transmission,Warranty Claim,High,Proactive Monitoring,Open,In Progress,Reopened,variant-b-004044,CH164827,0VH012K2WB3TRR9H9
S-888,,,Safety Controller,2026-06-18 13:00:00,2026-06-18,High,Fleet Operator,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,F-3001,Noise,5561,North America,USA,Quality,[TEST-VARIANT-B] There is knocking on the ABS Sensor Needs parts fault appears after long run :: synthetic drift scenario,395238,miles,P-2376,Hydrogen Drive Unit,USA,Customer Support,,Escalation Lab,Body/Chassis,Technical Issue,High,Proactive Monitoring,Open,New,Completed,variant-b-004045,CH489452,A1XEB2GGH0PJ03TW3
